nmse_db,scenario,num_trials,mean_weighted_sum_rate,std_weighted_sum_rate,mean_transmission_rate,mean_reflection_rate,mean_ris_output_power,maximum_ris_output_power,mean_power_violation,maximum_power_violation,power_violation_probability,mean_beta_transmission,mean_active_amplitude,mean_requested_active_elements,mean_effective_active_elements,minimum_effective_active_elements,maximum_effective_active_elements,mean_disabled_active_elements,active_reduction_probability,passive_fallback_probability,mean_active_gain_std,mean_active_gain_min,mean_active_gain_max,mean_beta_transmission_std,mean_beta_transmission_min,mean_beta_transmission_max
-20.0,partial_active_fixed_beta,100,14.113050979903807,0.20733732994077453,14.101095587588379,14.125006372219241,20.55559828268139,22.449632157829612,0.0,0.0,0.0,0.5,1.192724688415768,8.0,7.98,7,8,0.02,0.02,0.0,0.04286617977499261,1.1463493079888247,1.2762418559684092,0.0,0.5,0.5
-20.0,partial_active_optimized_beta,100,14.11437557232616,0.2074288186107023,14.10727958177889,14.121471562873431,20.55559828268139,22.449632157829612,0.0,0.0,0.0,0.5045000000000001,1.192724688415768,8.0,7.98,7,8,0.02,0.02,0.0,0.04286617977499261,1.1463493079888247,1.2762418559684092,0.0,0.5045000000000001,0.5045000000000001
-20.0,partial_active_vector_beta,100,14.06008293330088,0.22055554311972494,14.035067788823497,14.085098077778262,20.55559828268139,22.449632157829612,0.0,0.0,0.0,0.49134017114418066,1.192724688415768,8.0,7.98,7,8,0.02,0.02,0.0,0.04286617977499261,1.1463493079888247,1.2762418559684092,0.24487057578164914,0.06703400509504238,0.9283661012876159
-20.0,passive_phase_aligned,100,15.29871817183695,0.22004121370556048,15.276973137005509,15.320463206668391,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5
-20.0,passive_random,100,9.753273278601437,1.358642475984975,9.799219211422344,9.707327345780529,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5
-15.0,partial_active_fixed_beta,100,14.200386547975524,0.23133357881007693,14.186022787076858,14.214750308874185,14.300727510080016,16.51287707580203,0.0,0.0,0.0,0.5,1.0422994483725134,8.0,7.32,4,8,0.68,0.47,0.0,0.009316243282482182,1.0321785291008019,1.0599317517032565,0.0,0.5,0.5
-15.0,partial_active_optimized_beta,100,14.201734843255185,0.23165997200932825,14.192021798809684,14.211447887700686,14.300727510080016,16.51287707580203,0.0,0.0,0.0,0.503,1.0422994483725134,8.0,7.32,4,8,0.68,0.47,0.0,0.009316243282482182,1.0321785291008019,1.0599317517032565,0.0,0.503,0.503
-15.0,partial_active_vector_beta,100,14.16830144051185,0.2399674082303656,14.136918317364557,14.199684563659144,14.300727510080016,16.51287707580203,0.0,0.0,0.0,0.48955140728458946,1.0422994483725134,8.0,7.32,4,8,0.68,0.47,0.0,0.009316243282482182,1.0321785291008019,1.0599317517032565,0.247898111457574,0.06258354273505215,0.9319144213945989
-15.0,passive_phase_aligned,100,15.254569332499543,0.22167956795498137,15.232297017664598,15.276841647334486,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5
-15.0,passive_random,100,9.753273278601437,1.358642475984975,9.799219211422344,9.707327345780529,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5
-10.0,partial_active_fixed_beta,100,14.478996676631507,0.26313784964001957,14.474266436983838,14.483726916279176,7.9386908987161755,10.754824675299535,0.0,0.0,0.0,0.5,1.07096057592386,8.0,3.53,2,6,4.47,1.0,0.0,0.010620914613365498,1.0598718266817597,1.0842938320099673,0.0,0.5,0.5
-10.0,partial_active_optimized_beta,100,14.480210580384695,0.2632770720670338,14.48105661477607,14.479364545993317,7.9386908987161755,10.754824675299535,0.0,0.0,0.0,0.503,1.07096057592386,8.0,3.53,2,6,4.47,1.0,0.0,0.010620914613365498,1.0598718266817597,1.0842938320099673,0.0,0.503,0.503
-10.0,partial_active_vector_beta,100,14.487590429150144,0.27031338235253805,14.464271600876948,14.510909257423341,7.9386908987161755,10.754824675299535,0.0,0.0,0.0,0.4877808564101892,1.07096057592386,8.0,3.53,2,6,4.47,1.0,0.0,0.010620914613365498,1.0598718266817597,1.0842938320099673,0.25493881559610154,0.0606244493030951,0.9358888993184555
-10.0,passive_phase_aligned,100,15.10980778683921,0.2256769177457402,15.084913584469877,15.134701989208542,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5
-10.0,passive_random,100,9.753273278601437,1.358642475984975,9.799219211422344,9.707327345780529,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5
-5.0,partial_active_fixed_beta,100,14.406620497631787,0.30706728178056986,14.364673048509381,14.448567946754189,3.061459355511669,8.19433642893061,0.0,0.0,0.0,0.5,1.128716690450842,8.0,1.02,0,2,6.98,1.0,0.14,0.0010297650895343291,1.1276869253613078,1.1297464555403764,0.0,0.5,0.5
-5.0,partial_active_optimized_beta,100,14.406177759129546,0.3071820702587761,14.36069800810773,14.451657510151367,3.061459355511669,8.19433642893061,0.0,0.0,0.0,0.498,1.128716690450842,8.0,1.02,0,2,6.98,1.0,0.14,0.0010297650895343291,1.1276869253613078,1.1297464555403764,0.0,0.498,0.498
-5.0,partial_active_vector_beta,100,14.472949122394919,0.31975960994736985,14.391039118711024,14.554859126078817,3.061459355511669,8.19433642893061,0.0,0.0,0.0,0.4873710167264184,1.128716690450842,8.0,1.02,0,2,6.98,1.0,0.14,0.0010297650895343291,1.1276869253613078,1.1297464555403764,0.2665090691307448,0.0591316744049753,0.939301965651796
-5.0,passive_phase_aligned,100,14.63430344328612,0.26696710324616196,14.593847665727353,14.674759220844884,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5
-5.0,passive_random,100,9.753273278601437,1.358642475984975,9.799219211422344,9.707327345780529,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5
0.0,partial_active_fixed_beta,100,13.379427399228241,0.5703149108278968,13.302131212837237,13.45672358561925,0.020005495357102568,2.000549535710257,0.0,0.0,0.0,0.5,1.0000872079867384,8.0,0.01,0,1,7.99,1.0,0.99,0.0,1.0000872079867384,1.0000872079867384,0.0,0.5,0.5
0.0,partial_active_optimized_beta,100,13.379427399228241,0.5703149108278966,13.302131212837237,13.45672358561925,0.020005495357102568,2.000549535710257,0.0,0.0,0.0,0.49999999999999994,1.0000872079867384,8.0,0.01,0,1,7.99,1.0,0.99,0.0,1.0000872079867384,1.0000872079867384,0.0,0.49999999999999994,0.49999999999999994
0.0,partial_active_vector_beta,100,13.478899160755624,0.559013702096158,13.367804900281834,13.58999342122942,0.020005495357102568,2.000549535710257,0.0,0.0,0.0,0.48780037836493745,1.0000872079867384,8.0,0.01,0,1,7.99,1.0,0.99,0.0,1.0000872079867384,1.0000872079867384,0.27597444248227293,0.05437925205875599,0.9436865220318303
0.0,passive_phase_aligned,100,13.381642117938913,0.5684747188336766,13.304731039518794,13.458553196359038,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5
0.0,passive_random,100,9.753273278601437,1.358642475984975,9.799219211422344,9.707327345780529,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5
